store_id,store_code,store_name,store_type,channel,status,is_franchise,region,state,city,address,postal_code,latitude,longitude,phone,email,opening_time,closing_time,floor_area_sqft,opening_date,created_at,updated_at
STORE000440,STR-00440,Daily Retail,Supermarket,Distributor,Inactive,True,North,Delhi,New Delhi,"86, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 6335440303,dailyretail@enterprisefmcg.com,09:00,20:00,500,2026-07-17,2026-07-17 14:27:09.501692,2026-07-17 14:27:09.501692
STORE000838,STR-00838,City Retail,Convenience Store,Wholesale,Inactive,False,East,West Bengal,Siliguri,"187, MG Road, Siliguri, West Bengal",734001,26.7271,88.3953,+91 9414578631,cityretail@enterprisefmcg.com,09:00,21:00,500,2026-07-17,2026-07-17 14:27:09.504886,2026-07-17 14:27:09.504886
STORE000571,STR-00571,Daily Retail,Convenience Store,Distributor,Inactive,True,South,Karnataka,Mysuru,"66, MG Road, Mysuru, Karnataka",570001,12.2958,76.6394,+91 6140149184,dailyretail@enterprisefmcg.com,08:00,22:00,500,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000880,STR-00880,Value Express,Convenience Store,Modern Trade,Active,True,South,Kerala,Kochi,"133, MG Road, Kochi, Kerala",682001,9.9312,76.2673,+91 6572216778,valueexpress@enterprisefmcg.com,09:00,20:00,2500,2026-07-17,2026-07-17 14:27:09.505887,2026-07-17 14:27:09.505887
STORE000262,STR-00262,Daily Market,Supermarket,General Trade,Inactive,True,South,Tamil Nadu,Trichy,"103, MG Road, Trichy, Tamil Nadu",620001,10.7905,78.7047,+91 9914834689,dailymarket@enterprisefmcg.com,10:00,21:00,1500,2026-07-17,2026-07-17 14:27:09.499273,2026-07-17 14:27:09.499273
STORE000579,STR-00579,Value Market,Hypermarket,General Trade,Active,False,South,Karnataka,Mysuru,"112, MG Road, Mysuru, Karnataka",570001,12.2958,76.6394,+91 8666230838,valuemarket@enterprisefmcg.com,08:00,22:00,5000,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000024,STR-00024,Family Mart,Convenience Store,Modern Trade,Active,True,North,Delhi,New Delhi,"143, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 7602268785,familymart@enterprisefmcg.com,08:00,21:00,1000,2026-07-17,2026-07-17 14:27:09.497231,2026-07-17 14:27:09.497231
STORE000031,STR-00031,Value Center,Distributor,Modern Trade,Active,False,North,Delhi,New Delhi,"130, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 9814043475,valuecenter@enterprisefmcg.com,10:00,22:00,5000,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000618,STR-00618,Daily Bazaar,Online Fulfillment Center,General Trade,Inactive,False,East,West Bengal,Siliguri,"24, MG Road, Siliguri, West Bengal",734001,26.7271,88.3953,+91 6852132377,dailybazaar@enterprisefmcg.com,10:00,20:00,500,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000011,STR-00011,Prime Hyper,Convenience Store,Wholesale,Active,True,East,West Bengal,Siliguri,"129, MG Road, Siliguri, West Bengal",734001,26.7271,88.3953,+91 8903880595,primehyper@enterprisefmcg.com,10:00,22:00,2500,2026-07-17,2026-07-17 14:27:09.497231,2026-07-17 14:27:09.497231
STORE000222,STR-00222,Metro Center,Convenience Store,General Trade,Active,True,East,West Bengal,Kolkata,"248, MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,+91 9296166362,metrocenter@enterprisefmcg.com,09:00,22:00,1500,2026-07-17,2026-07-17 14:27:09.499273,2026-07-17 14:27:09.499273
STORE000821,STR-00821,Royal Store,Wholesale Depot,Modern Trade,Inactive,True,North,Delhi,New Delhi,"26, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 9248370877,royalstore@enterprisefmcg.com,09:00,22:00,1000,2026-07-17,2026-07-17 14:27:09.504886,2026-07-17 14:27:09.504886
STORE000297,STR-00297,Smart Store,Distributor,General Trade,Active,True,South,Kerala,Kozhikode,"72, MG Road, Kozhikode, Kerala",673001,11.2588,75.7804,+91 9849213012,smartstore@enterprisefmcg.com,10:00,21:00,1500,2026-07-17,2026-07-17 14:27:09.500687,2026-07-17 14:27:09.500687
STORE000055,STR-00055,Value Market,Convenience Store,Distributor,Active,False,West,Gujarat,Ahmedabad,"243, MG Road, Ahmedabad, Gujarat",380001,23.0225,72.5714,+91 8577701268,valuemarket@enterprisefmcg.com,08:00,22:00,1500,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000543,STR-00543,Prime Bazaar,Convenience Store,Distributor,Inactive,True,East,Odisha,Bhubaneswar,"177, MG Road, Bhubaneswar, Odisha",751001,20.2961,85.8245,+91 7792919654,primebazaar@enterprisefmcg.com,09:00,21:00,5000,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000210,STR-00210,Fresh Retail,Wholesale Depot,Modern Trade,Active,True,East,Odisha,Cuttack,"186, MG Road, Cuttack, Odisha",753001,20.4625,85.8828,+91 9278544113,freshretail@enterprisefmcg.com,10:00,21:00,1500,2026-07-17,2026-07-17 14:27:09.499273,2026-07-17 14:27:09.499273
STORE000605,STR-00605,Metro Bazaar,Distributor,Modern Trade,Active,True,West,Gujarat,Surat,"68, MG Road, Surat, Gujarat",395003,21.1702,72.8311,+91 6085755927,metrobazaar@enterprisefmcg.com,10:00,20:00,5000,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000693,STR-00693,Family Express,Distributor,General Trade,Active,False,South,Karnataka,Mysuru,"86, MG Road, Mysuru, Karnataka",570001,12.2958,76.6394,+91 6861656523,familyexpress@enterprisefmcg.com,09:00,21:00,2500,2026-07-17,2026-07-17 14:27:09.503761,2026-07-17 14:27:09.503761
STORE000663,STR-00663,Family Store,Retail Outlet,General Trade,Active,True,North,Delhi,New Delhi,"143, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 7602930042,familystore@enterprisefmcg.com,09:00,21:00,10000,2026-07-17,2026-07-17 14:27:09.503761,2026-07-17 14:27:09.503761
STORE000867,STR-00867,City Bazaar,Wholesale Depot,Modern Trade,Inactive,True,North,Delhi,New Delhi,"3, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 9330852710,citybazaar@enterprisefmcg.com,08:00,21:00,1500,2026-07-17,2026-07-17 14:27:09.505887,2026-07-17 14:27:09.505887
STORE000071,STR-00071,City Center,Supermarket,E-Commerce,Inactive,False,East,Odisha,Bhubaneswar,"20, MG Road, Bhubaneswar, Odisha",751001,20.2961,85.8245,+91 9150596434,citycenter@enterprisefmcg.com,10:00,21:00,500,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000544,STR-00544,Daily Express,Online Fulfillment Center,Modern Trade,Active,False,North,Delhi,New Delhi,"83, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 7533098845,dailyexpress@enterprisefmcg.com,09:00,21:00,2500,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000108,STR-00108,Fresh Bazaar,Online Fulfillment Center,General Trade,Inactive,False,East,West Bengal,Kolkata,"13, MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,+91 8691787909,freshbazaar@enterprisefmcg.com,09:00,22:00,2500,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000494,STR-00494,Prime Hyper,Supermarket,Modern Trade,Active,True,East,West Bengal,Siliguri,"242, MG Road, Siliguri, West Bengal",734001,26.7271,88.3953,+91 7459235181,primehyper@enterprisefmcg.com,08:00,20:00,5000,2026-07-17,2026-07-17 14:27:09.501692,2026-07-17 14:27:09.501692
STORE000591,STR-00591,Mega Market,Hypermarket,Distributor,Inactive,True,South,Kerala,Kozhikode,"12, MG Road, Kozhikode, Kerala",673001,11.2588,75.7804,+91 6362177876,megamarket@enterprisefmcg.com,10:00,22:00,10000,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000742,STR-00742,Family Express,Supermarket,Distributor,Inactive,True,East,West Bengal,Siliguri,"99, MG Road, Siliguri, West Bengal",734001,26.7271,88.3953,+91 7042654336,familyexpress@enterprisefmcg.com,08:00,22:00,1500,2026-07-17,2026-07-17 14:27:09.504886,2026-07-17 14:27:09.504886
STORE000293,STR-00293,Mega Center,Hypermarket,Modern Trade,Active,True,West,Maharashtra,Mumbai,"198, MG Road, Mumbai, Maharashtra",400001,19.076,72.8777,+91 6188798884,megacenter@enterprisefmcg.com,10:00,21:00,1000,2026-07-17,2026-07-17 14:27:09.500687,2026-07-17 14:27:09.500687
STORE000290,STR-00290,Metro Center,Online Fulfillment Center,General Trade,Active,False,East,Odisha,Bhubaneswar,"138, MG Road, Bhubaneswar, Odisha",751001,20.2961,85.8245,+91 7504871834,metrocenter@enterprisefmcg.com,09:00,21:00,2500,2026-07-17,2026-07-17 14:27:09.500687,2026-07-17 14:27:09.500687
STORE000653,STR-00653,Metro Market,Online Fulfillment Center,Distributor,Active,True,West,Gujarat,Vadodara,"40, MG Road, Vadodara, Gujarat",390001,22.3072,73.1812,+91 8960502212,metromarket@enterprisefmcg.com,09:00,21:00,500,2026-07-17,2026-07-17 14:27:09.503761,2026-07-17 14:27:09.503761
STORE000040,STR-00040,Value Retail,Supermarket,Wholesale,Active,True,North,Delhi,New Delhi,"210, MG Road, New Delhi, Delhi",110001,28.6139,77.209,+91 7139011725,valueretail@enterprisefmcg.com,10:00,22:00,2500,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000590,STR-00590,Family Center,Convenience Store,E-Commerce,Active,True,East,West Bengal,Kolkata,"142, MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,+91 8896945147,familycenter@enterprisefmcg.com,08:00,21:00,2500,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000308,STR-00308,Smart Foods,Hypermarket,General Trade,Active,False,South,Kerala,Kozhikode,"169, MG Road, Kozhikode, Kerala",673001,11.2588,75.7804,+91 6465196383,smartfoods@enterprisefmcg.com,10:00,22:00,10000,2026-07-17,2026-07-17 14:27:09.500687,2026-07-17 14:27:09.500687
STORE000680,STR-00680,Prime Express,Convenience Store,Modern Trade,Inactive,False,South,Kerala,Kozhikode,"24, MG Road, Kozhikode, Kerala",673001,11.2588,75.7804,+91 8324697222,primeexpress@enterprisefmcg.com,10:00,20:00,500,2026-07-17,2026-07-17 14:27:09.503761,2026-07-17 14:27:09.503761
STORE000067,STR-00067,Mega Market,Wholesale Depot,Distributor,Active,True,East,West Bengal,Kolkata,"39, MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,+91 8110896895,megamarket@enterprisefmcg.com,08:00,22:00,10000,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000276,STR-00276,Smart Retail,Retail Outlet,Wholesale,Inactive,False,East,Odisha,Cuttack,"211, MG Road, Cuttack, Odisha",753001,20.4625,85.8828,+91 8223559604,smartretail@enterprisefmcg.com,08:00,22:00,10000,2026-07-17,2026-07-17 14:27:09.499273,2026-07-17 14:27:09.499273
STORE000068,STR-00068,City Store,Supermarket,E-Commerce,Active,False,North,Uttar Pradesh,Noida,"23, MG Road, Noida, Uttar Pradesh",201301,28.5355,77.391,+91 9526128444,citystore@enterprisefmcg.com,09:00,20:00,5000,2026-07-17,2026-07-17 14:27:09.498265,2026-07-17 14:27:09.498265
STORE000319,STR-00319,Fresh Mart,Online Fulfillment Center,Wholesale,Active,True,North,Uttar Pradesh,Lucknow,"207, MG Road, Lucknow, Uttar Pradesh",226001,26.8467,80.9462,+91 7291798645,freshmart@enterprisefmcg.com,08:00,21:00,1500,2026-07-17,2026-07-17 14:27:09.500687,2026-07-17 14:27:09.500687
STORE000549,STR-00549,Prime Bazaar,Supermarket,General Trade,Active,False,East,West Bengal,Kolkata,"49, MG Road, Kolkata, West Bengal",700001,22.5726,88.3639,+91 6223853437,primebazaar@enterprisefmcg.com,09:00,21:00,1500,2026-07-17,2026-07-17 14:27:09.502695,2026-07-17 14:27:09.502695
STORE000999,STR-00999,Smart Express,Online Fulfillment Center,E-Commerce,Active,True,North,Uttar Pradesh,Noida,"219, MG Road, Noida, Uttar Pradesh",201301,28.5355,77.391,+91 6427809462,smartexpress@enterprisefmcg.com,09:00,20:00,1000,2026-07-17,2026-07-17 14:27:09.506959,2026-07-17 14:27:09.506959
